pert_id,split,signal_l2,n_units,reliable_r_ceiling,noise_floor_B,linear_A_ridge,structured_C,r_ceiling_specific,cross_donor_r,ridge_frac_of_ceiling,causal_frac_of_ceiling
ENSG00000012983,condition,2.019699079156432,7,0.5877591196822791,0.4122408803177209,0.5877591196822791,0.0,0.5966082195579082,0.3178347313095371,1.138869534495695,0.9881965371849499
ENSG00000013288,condition,1.666887697378483,7,0.4747772878588885,0.5252227121411115,0.3383154865154456,0.13646180134344293,0.4731238563871492,0.1561872024687592,0.7125772339303611,0.6630145802709392
ENSG00000013364,condition,2.7829319044513894,8,0.6972104670102324,0.30278953298976763,0.0,0.6972104670102324,0.6943654301100707,0.2895208516997983,-0.13042462706047764,0.4941023148430906
ENSG00000013619,condition,2.140446281307411,7,0.4490301053412748,0.5509698946587251,0.4490301053412748,0.0,0.4895520071515709,0.1120272237476622,1.3130296231690022,0.6943728444681343
ENSG00000014216,condition,2.4254604290268844,8,0.7809658791287627,0.2190341208712373,0.6128305158048413,0.16813536332392143,0.8034579664160167,0.3959851404694575,0.7847084388481972,0.8889524209544017
ENSG00000015532,condition,2.3389968774782903,8,0.7941315805030482,0.20586841949695178,0.5284742661103801,0.26565731439266815,0.795486980101745,0.4981555391434512,0.6654744365859551,0.9295439541007644
ENSG00000016391,condition,1.994511087511629,8,0.5321501951765116,0.46784980482348837,0.4718519660297727,0.060298229146738935,0.4549955845420754,0.1834562397795338,0.8866894540426913,0.35784799723380106
ENSG00000017483,condition,2.0875907160457983,8,0.5719972609432571,0.4280027390567429,0.5717477690088464,0.00024949193441070605,0.6092671059241325,0.2387025528832348,0.9995638232008327,0.8241313966709306
ENSG00000021355,condition,3.4628838235300137,4,0.856121487035224,0.14387851296477605,0.671252292038014,0.18486919499721,0.8652397573022089,0.6045424505663377,0.7840619610688456,0.8718337768202624
ENSG00000022556,condition,2.1039243025173837,8,0.7007899736805578,0.29921002631944216,0.13345253937307625,0.5673374343074816,0.743898685339566,0.4191749377506095,0.19043157634259777,0.47825066586209136
ENSG00000023445,condition,3.406306796547684,6,0.6782820133656066,0.32171798663439344,0.6652576107318788,0.013024402633727727,0.6275894070566022,0.3698968078815985,0.9807979536872853,0.8468391106853993
ENSG00000023902,condition,2.1224207831246096,7,0.6393508397706501,0.3606491602293499,0.6393508397706501,0.0,0.6021622170227265,0.3527521593871153,1.0786174389788865,0.802371727687338
ENSG00000024526,condition,3.177369167060072,7,0.809388710275517,0.19061128972448305,0.7047340524470699,0.10465465782844707,0.8064685792930767,0.5802481450797984,0.8706991381275598,0.6505981557791628
ENSG00000025039,condition,3.1163643149771216,4,0.4282784074381057,0.5717215925618944,0.4282784074381057,0.0,0.4993595097892479,0.1008484993851299,1.2704523828686178,0.6031273063548105
ENSG00000025708,condition,3.0614413689680533,7,0.6366664778681039,0.36333352213189607,0.6366664778681039,0.0,0.6035550151427882,0.3350333277012424,1.0804148760245151,0.6644122457271096
ENSG00000025772,condition,2.2603894996861493,7,0.7905974961007476,0.2094025038992524,0.6712304763425949,0.11936701975815267,0.8103648043370224,0.5429030378184919,0.8490166989563277,0.8473561547780172
ENSG00000026508,condition,2.554885417461767,8,0.7617898426585995,0.2382101573414005,0.7345537804661925,0.02723606219240704,0.7602815773201155,0.4248355269868202,0.9642472757350572,0.855812336430142
ENSG00000026652,condition,2.462035387638136,6,0.6419590716561061,0.3580409283438939,0.4541213356791474,0.1878377359769587,0.6810541218241981,0.2413236793401238,0.7073992030482866,0.3791181411986961
ENSG00000026751,condition,1.8027905742287027,8,0.5948467362423075,0.40515326375769245,0.5948467362423075,0.0,0.6116527251154367,0.2116984410973541,1.0270857346159197,0.5549164932931681
ENSG00000026950,condition,3.4337708411151318,6,0.5998990481034394,0.4001009518965606,0.5906163192017243,0.00928272890171511,0.6327107976034735,0.1607431136520387,0.9845261816449582,0.5874738609230604
ENSG00000027869,condition,3.1905904751759424,7,0.7983482752062527,0.20165172479374727,0.71635134122545,0.08199693398080277,0.8042726767234201,0.5224715896511306,0.897291775372573,0.8493424383682497
ENSG00000028277,condition,2.955499896242053,8,0.7905247532174898,0.20947524678251017,0.6574729139522575,0.13305183926523234,0.7689550358913189,0.4672372493423897,0.8316917481410895,0.5450544660673808
ENSG00000030419,condition,3.1979912040483183,4,0.7386217074530469,0.2613782925469531,0.6652136436620947,0.07340806379095222,0.7413987083608131,0.4561999358714648,0.9006148031526428,0.2861949669049205
ENSG00000031003,condition,3.7190931407154015,6,0.6232229439497096,0.37677705605029044,0.0635204834612622,0.5597024604884474,0.6150858202915811,0.2756766637372454,0.10192256892645456,0.4200988558316845
ENSG00000031081,condition,2.3049376148540177,4,0.5798650427175575,0.42013495728244254,0.3989101939962161,0.18095484872134138,0.6075843879866561,0.4244025521892617,0.6879362689751217,-0.09749618886493884
ENSG00000033050,condition,4.322110886484897,6,0.6256067376661516,0.3743932623338484,0.0,0.6256067376661516,0.5394497640111462,0.198845454518496,-0.12141120265253205,0.4494092645690876
ENSG00000033327,condition,2.955568721607732,8,0.796322461359599,0.20367753864040095,0.5621108094049978,0.23421165195460125,0.8012219726436827,0.5706537347639132,0.7058834036217934,0.4840847035119431
ENSG00000034152,condition,2.7530359923111534,8,0.8074421184521532,0.1925578815478468,0.6533850221898354,0.15405709626231778,0.8092745124411129,0.5101363656845533,0.8092035419732111,0.7292324488625066
ENSG00000034677,condition,3.2401532488195013,7,0.4836877346259285,0.5163122653740715,0.0,0.4836877346259285,0.4823934572136094,0.2592162378244083,-0.18237845036264339,0.4502673287322446
ENSG00000035141,condition,3.5360023381501087,7,0.740335922132966,0.25966407786703405,0.3366679899361857,0.40366793219678027,0.7423755166613851,0.5687539261641332,0.4547503097866962,0.4837484835625777
ENSG00000035403,condition,2.2859648226966147,7,0.613022127769899,0.38697787223010105,0.0,0.613022127769899,0.6355124251390778,0.2862984565095501,-0.2481291097626837,0.6290520933062014
ENSG00000035499,condition,2.99981236070376,7,0.7861222968538908,0.2138777031461092,0.5647604470512055,0.22136184980268525,0.7772052497739468,0.4436706061322147,0.7184129610766813,0.8639635584095456
ENSG00000035664,condition,3.006524144736197,6,0.6779995311622149,0.3220004688377851,0.36859958749024396,0.30939994367197093,0.692009707476159,0.3310829382810209,0.5436575846275248,0.14698717911521142
ENSG00000036448,condition,2.842745749383744,4,0.5461329140995685,0.45386708590043146,0.44878281797039415,0.09735009612917439,0.5563201051690213,0.2760446874150863,0.821746513319602,0.189516803662922
ENSG00000037897,condition,4.442651465215262,8,0.925996976771764,0.07400302322823604,0.6588432280721535,0.2671537486996105,0.926100505714268,0.7599092692444082,0.7114960897270213,0.6931734472759379
ENSG00000038382,condition,2.5125543382484783,7,0.6885844598054593,0.31141554019454065,0.42949276386036694,0.2590916959450924,0.6894258428358598,0.3935876812420646,0.6237328736429927,0.3835235471597776
ENSG00000038427,condition,1.9137982398363784,8,0.6229510978649144,0.3770489021350856,0.31389931673141697,0.30905178113349746,0.6395713438963696,0.1891188937248067,0.5038907834134444,-0.27092248354308496
ENSG00000039068,condition,2.8043613504995446,4,0.5466458295860239,0.4533541704139761,0.34196499208989195,0.20468083749613197,0.5085409410306754,0.1994545945023118,0.6255695618292063,0.6298040966536482
ENSG00000040199,condition,2.662297115594818,6,0.575276542868511,0.42472345713148896,0.26392856872372383,0.3113479741447872,0.5640282136633834,0.1784676046782454,0.458785556260807,0.589116895217355
ENSG00000040531,condition,2.7417563821210025,8,0.7501299463997946,0.24987005360020542,0.42262164838533633,0.32750829801445824,0.7512448446762093,0.3905260540245722,0.563397915806034,0.34581864039822247
ENSG00000040933,condition,2.534698695226268,6,0.7540878570674302,0.2459121429325698,0.0,0.7540878570674302,0.7446790353129111,0.4355789631745259,-0.25831779205868965,0.38044029859014056
ENSG00000041353,condition,2.0678367341996373,8,0.60778614758136,0.39221385241864004,0.3341604349762351,0.27362571260512486,0.5709947476494905,0.2508617808592452,0.5497993600314878,0.4463900141258862
ENSG00000043039,condition,3.968699952229552,5,0.7635129161444051,0.23648708385559492,0.5084767027692606,0.2550362133751445,0.7844795930450928,0.3552957218226483,0.6659700078644002,0.22119636213185323
ENSG00000044115,condition,2.877967380275664,5,0.6345599448281676,0.3654400551718324,0.6345599448281676,0.0,0.6738131135407812,0.4041640387675245,1.0149382524714667,0.7929080432818533
ENSG00000046653,condition,2.1198762576182677,8,0.7182401453930151,0.28175985460698494,0.06430042181130348,0.6539397235817116,0.6929564343744352,0.2970253127238132,0.08952496212268783,0.5269430027502462
ENSG00000047346,condition,2.461131893736112,8,0.7466625269505123,0.2533374730494877,0.5814424508060227,0.16522007614448952,0.7465609941600428,0.4565697869465691,0.7787218854824891,0.5177580929403122
ENSG00000047644,condition,2.4237758757241266,6,0.6177444895392814,0.3822555104607186,0.4737247906451199,0.1440196988941615,0.5774260529003996,0.2951933953229481,0.7668620257518242,0.5254321033005386
ENSG00000048028,condition,2.5364202198242243,8,0.6380669480149976,0.36193305198500236,0.47219051739968426,0.16587643061531337,0.6397703914604562,0.4124877372465092,0.7400328740873529,0.9747763408232983
ENSG00000048052,condition,1.9873037178363284,8,0.7061659065614442,0.2938340934385558,0.375217340706087,0.3309485658553572,0.6779174611521281,0.3882172616098732,0.5313444577537657,0.24896486700819648
ENSG00000049247,condition,3.213266542117122,4,0.4545421808199013,0.5454578191800987,0.4545421808199013,0.0,0.4594837190922962,0.2094971928009561,1.3949159492180885,0.8424816342385445
ENSG00000049249,condition,3.337396003100065,6,0.5288195643244498,0.47118043567555024,0.5288195643244498,0.0,0.4928754564803723,0.1916931309290457,1.1125525301977155,0.9108470193145826
ENSG00000049449,condition,3.907627633533881,5,0.6900967477470575,0.30990325225294246,0.15059075668728605,0.5395059910597715,0.6783487403309191,0.3789423393266659,0.21821687637119885,0.5669351488038846
ENSG00000049759,condition,2.2525957769580027,8,0.7739008610622956,0.2260991389377044,0.29181107807306433,0.4820897829892313,0.7705286017244116,0.4547026177533229,0.3770651936896796,0.42644497989514624
ENSG00000049768,condition,2.440906809193617,8,0.7688410544935907,0.23115894550640925,0.5539402814840496,0.21490077300954114,0.7829097382698138,0.4239039679936607,0.7204873858471451,0.7871010155367283
ENSG00000050344,condition,2.7398013851133745,7,0.6593408117767938,0.3406591882232062,0.6591098152265504,0.00023099655024338972,0.6511725167063785,0.3113199997030841,0.9996496553131288,0.893693149586016
ENSG00000050405,condition,2.6743434378470083,6,0.7431704732768067,0.25682952672319326,0.10224968655369315,0.6409207867231136,0.7586813725727278,0.4114879314221262,0.13758577638701272,0.7129154435187149
ENSG00000050438,condition,3.17700402384137,4,0.629578427129852,0.370421572870148,0.0,0.629578427129852,0.5528732326467403,0.274276419455811,-0.5198084894835551,0.681643132803963
ENSG00000050628,condition,3.267255601744755,4,0.7502556782578719,0.24974432174212813,0.32855108585171683,0.42170459240615504,0.7205359008843037,0.423576631794985,0.4379188260389145,0.42367281595277356
ENSG00000050730,condition,1.8624774257368,8,0.620071241836032,0.379928758163968,0.395318732372561,0.22475250946347103,0.589988109729312,0.2028613490513979,0.6375376016504516,0.5691581877143597
ENSG00000051108,condition,2.294779482569927,8,0.813170620404741,0.18682937959525903,0.6114287902587423,0.20174183014599867,0.7923598130947044,0.506767490356225,0.7519071335292643,0.5807286845481109
ENSG00000051341,condition,2.8088914055764977,6,0.6820865604488011,0.3179134395511989,0.39171436402735654,0.2903721964214446,0.6353728144153172,0.3747479404112985,0.5742883480501585,0.8218505996990481
ENSG00000051523,condition,2.562743267251585,8,0.7992075113180692,0.20079248868193078,0.7627767040985124,0.03643080721955683,0.7922699725026983,0.4492090106716136,0.9544163353026119,0.8857298473285257
ENSG00000051620,condition,2.7070476849090674,8,0.7362626379331076,0.26373736206689236,0.2181319837410392,0.5181306541920685,0.7338667707155181,0.44049396231983,0.2962692557011936,0.5998178074944072
ENSG00000052802,condition,3.4062877028443195,5,0.7702376307576605,0.2297623692423395,0.0,0.7702376307576605,0.777768694400794,0.505423913519701,-0.07162630760347492,0.6004457930002012
ENSG00000053918,condition,1.9248446495429523,8,0.5463463231593737,0.4536536768406263,0.39724425425261845,0.14910206890675526,0.5701995331280197,0.2370569157870491,0.7270923906936206,0.18257338002145893
ENSG00000054654,condition,2.329533203424137,7,0.7161579991313061,0.28384200086869393,0.0,0.7161579991313061,0.713614431785983,0.426763015907632,-0.23745712651494832,0.7854676627459471
ENSG00000054793,condition,1.7988644888116332,8,0.5956013745857233,0.40439862541427674,0.5559452861864727,0.03965608839925061,0.6056142037540401,0.219279101405216,0.9334184068550315,0.05624402838597807
ENSG00000055163,condition,3.1053569936985697,7,0.7935021694208061,0.2064978305791939,0.627614781277382,0.16588738814342407,0.8129720433910301,0.5285592842693071,0.7909427415119624,0.48557922793417096
ENSG00000055732,condition,2.125277113806643,8,0.6645822244713663,0.3354177755286337,0.5856598937143218,0.07892233075704447,0.6316950654508184,0.2292314008451281,0.881245197582854,0.39773289642268234
ENSG00000056558,condition,2.408662399054954,8,0.7341997897286618,0.26580021027133816,0.6547070665634454,0.0794927231652165,0.7627217925212996,0.3051800527957485,0.8917287579248768,0.879019490308533
ENSG00000056736,condition,2.362064851599096,5,0.6240832045988347,0.3759167954011653,0.4247552062667995,0.19932799833203518,0.6000241832945055,0.3190923931017744,0.6806066933652466,0.36095414464852577
ENSG00000058668,condition,2.2174382945850435,8,0.6708926710177077,0.32910732898229234,0.5268635122107096,0.14402915880699807,0.634188408921369,0.3175856105816612,0.7853171378537886,0.46818556181916304
ENSG00000059377,condition,1.6737185476971357,8,0.3196474665154732,0.6803525334845268,0.3196474665154732,0.0,0.2940182992472536,0.0889398064581111,1.4222298042607708,1.2583908923306932
ENSG00000059378,condition,2.423446114849886,8,0.624785361966013,0.375214638033987,0.4704279160584616,0.15435744590755135,0.659523431273338,0.3486395759595553,0.7529432421050414,0.7932298420182488
ENSG00000059728,condition,2.0302428120779314,6,0.5215360756949953,0.47846392430500473,0.12656149622840862,0.39497457946658665,0.5346425058975195,0.1891357740977205,0.24267064566866955,0.7281440535964335
ENSG00000059804,condition,2.6289288599365186,8,0.7243520108414798,0.2756479891585202,0.7243520108414798,0.0,0.7637298879424141,0.3742268166066341,1.090455234407582,0.9431603040350082
ENSG00000060138,condition,2.410826647221079,4,0.5389081307212912,0.4610918692787088,0.24839688330128576,0.29051124742000545,0.6780084037485099,0.2393003275495361,0.46092621198500705,0.5303533971775541
ENSG00000060558,condition,3.60179558958653,5,0.7667135970966246,0.23328640290337543,0.515971800284634,0.2507417968119906,0.7417233856023683,0.5161332460350582,0.6729655013795314,0.6948887606907731
ENSG00000060982,condition,1.8820957915045844,8,0.5009488655848925,0.4990511344151075,0.4821234957183253,0.018825369866567188,0.550310304727529,0.1073103753471021,0.9624205759113014,0.013869303536326247
ENSG00000061273,condition,5.770915533666352,6,0.7759895071810131,0.22401049281898688,0.5282895635082688,0.24769994367274428,0.815644819898503,0.454138365766314,0.6807947254691886,0.9018208919895884
ENSG00000061337,condition,3.5089225290734465,6,0.632637908574318,0.367362091425682,0.22304893776781035,0.4095889708065077,0.6505587083556198,0.3201910405348311,0.3525696685967848,0.40317880072220524
ENSG00000061656,condition,1.7671696138590784,7,0.4675015135985915,0.5324984864014085,0.186596953329683,0.2809045602689085,0.4785664665138777,0.2383158587663582,0.3991365758227252,0.5512056185614864
ENSG00000061676,condition,3.1176107119485774,7,0.6581271884574532,0.3418728115425468,0.5976601273589671,0.0604670610984861,0.5589523569954747,0.3333860599731967,0.9081225298711464,0.41726297670407386
ENSG00000061918,condition,2.142357233232328,7,0.4948478479980724,0.5051521520019275,0.0,0.4948478479980724,0.5304028814267122,0.1804233973865777,-0.725330540870548,0.020300964696225467
ENSG00000062038,condition,2.407563316445718,5,0.469893127813703,0.5301068721862969,0.07907758100867428,0.3908155468050287,0.4860246433280172,0.2010453622469352,0.1682884390682681,0.4046738613018243
ENSG00000062524,condition,2.8275342188332973,4,0.6696462807497179,0.3303537192502821,0.4069251599249003,0.2627211208248176,0.6620752854208288,0.3228596112732579,0.6076717987133713,-0.06522037764838576
ENSG00000063660,condition,2.130651487940153,8,0.6151575929935286,0.38484240700647143,0.2221087511348167,0.39304884185871186,0.6188404216205848,0.1879069457417159,0.36105991970931145,0.847193170957808
ENSG00000064012,condition,2.3018683821253787,7,0.5508278236790572,0.44917217632094275,0.5065363853496739,0.044291438329383315,0.5787534504723029,0.2680424772529308,0.9195911382370728,0.6024025740918009
ENSG00000064201,condition,2.195987994156922,8,0.2810232003243071,0.7189767996756928,0.2810232003243071,0.0,0.4706581091709356,0.1116567560042068,1.313978923065729,-0.45016892773623984
ENSG00000064601,condition,2.9743316751166784,6,0.7733821136403776,0.22661788635962243,0.35601342537114633,0.41736868826923124,0.8204592435382894,0.4463472089717458,0.460333151093138,0.37000353349018134
ENSG00000064666,condition,3.0643094723784152,5,0.7906989420051057,0.2093010579948943,0.7328949998376334,0.05780394216747231,0.7875316933008537,0.5843840317244701,0.9268951315137853,0.8890875728159332
ENSG00000064687,condition,3.363679560443181,5,0.5089017800052559,0.4910982199947441,0.3190019248548613,0.1898998551503946,0.4148057323054096,0.2052855283494933,0.6268437985254575,0.9100580385319245
ENSG00000064763,condition,3.1118094369650464,7,0.567770190294939,0.432229809705061,0.567770190294939,0.0,0.5290538128899541,0.2627084726077426,1.2608021211425804,0.8548917090069902
ENSG00000064886,condition,2.6640717042989723,7,0.5479552320118285,0.4520447679881715,0.25680936075767175,0.29114587125415675,0.5557411758776548,0.2004468150297215,0.46866850748881633,0.350242709234816
ENSG00000065308,condition,2.516456048719001,6,0.6770014573717593,0.3229985426282407,0.5416896372018971,0.1353118201698622,0.6265763299931021,0.3848353552848317,0.8001306811137943,0.5562962260647544
ENSG00000065357,condition,2.076935281485381,7,0.7425135829615476,0.25748641703845243,0.40488399207718395,0.3376295908843636,0.7470228133711359,0.3764040736409306,0.5452883305680236,0.5887061967257652
ENSG00000065485,condition,2.457223183484833,5,0.6973351937601314,0.3026648062398686,0.4858146889391283,0.2115205048210031,0.6645757240667837,0.2950658423830379,0.6966731254729104,0.6874046918585276
ENSG00000065526,condition,3.4604044288643943,5,0.7628538199528399,0.23714618004716015,0.5653704440166204,0.19748337593621945,0.7216913949600663,0.4238113898081683,0.7411255331350008,0.5221649466744488
ENSG00000065675,condition,4.844361294956217,7,0.2307907385083523,0.7692092614916477,0.2307907385083523,0.0,0.1664369451922994,0.0507522143538278,1.7473307047452518,1.51681209492628
ENSG00000065882,condition,2.541080373474749,8,0.7054118089194972,0.2945881910805028,0.30296300232353945,0.4024488065959577,0.6824545256373128,0.277503278025499,0.42948388231208945,0.35308229406708297
ENSG00000065923,condition,2.711715933896756,4,0.6110986937858561,0.38890130621414387,0.5483472628986863,0.06275143088716983,0.6251966883355393,0.2958278036650991,0.8973137538579661,1.0969491762240622
ENSG00000066279,condition,1.8152825057874256,8,0.6018289626092161,0.39817103739078386,0.6018289626092161,0.0,0.5594547842981628,0.2175700398774589,1.0529085813016619,1.123507926477654
