pert_id,split,n_units,signal_l2,r_half,r_ceiling,noise_floor,r_ceiling_specific,cross_donor_r,within_donor_r
ENSG00000006459,condition,7,2.2676915608730956,0.3529377114458118,0.5217353444433835,0.47826465555661646,0.5371584886430729,0.1984811983386681,
ENSG00000006530,condition,7,2.9938333228791496,0.543332701712437,0.704103141350625,0.295896858649375,0.6691173221127605,0.41718704110761684,
ENSG00000006555,condition,7,2.495844801620763,0.49537152174223315,0.6625397294781752,0.3374602705218248,0.5893856913166267,0.31224122238234453,
ENSG00000006638,condition,7,2.862705001252316,0.5307326547346196,0.6934361177871805,0.3065638822128195,0.6701292796820416,0.37851526115008044,
ENSG00000007038,condition,4,3.0989444793850223,0.6204192681692773,0.7657515315406199,0.23424846845938008,0.7367024901397502,0.4465174759431377,
ENSG00000007129,condition,7,2.4061652995387552,0.5524576175968952,0.7117200641548774,0.28827993584512257,0.7070782440867994,0.4109078684219774,
ENSG00000007174,condition,7,2.100013614301704,0.40634612176277596,0.5778749846495028,0.4221250153504972,0.5651448229646571,0.20456175191075035,
ENSG00000007264,condition,7,2.1548186676806385,0.5736666751416545,0.7290828282806657,0.27091717171933427,0.7272139289295335,0.3123001110073843,
ENSG00000007350,condition,7,3.358039211161803,0.4820616756264017,0.6505284949395316,0.3494715050604684,0.5792790268354354,0.17115842510237256,
ENSG00000007376,condition,6,3.7505448293933505,0.685112294522287,0.8131354767861446,0.18686452321385538,0.7836538505275013,0.5173040302938462,
ENSG00000007392,condition,7,2.0371103846013217,0.40020112275517083,0.5716337692512293,0.42836623074877067,0.5359371877555794,0.16650267563564267,
ENSG00000007968,condition,4,2.7621806663276476,0.33328445422843844,0.4999450089910598,0.5000549910089402,0.4637960674368085,0.1863204700702883,
ENSG00000008283,condition,7,2.7861693236844904,0.3805016747949913,0.5512513048584269,0.4487486951415731,0.5137279613207144,0.26573423199114243,
ENSG00000008300,condition,8,1.822714405843654,0.4289964555941128,0.6004164025945821,0.39958359740541793,0.5847064943600068,0.16572589100844748,
ENSG00000008394,condition,6,2.3431476242231986,0.4354480741647174,0.6067068283443178,0.3932931716556822,0.5885624089940682,0.21923131176393773,
ENSG00000008516,condition,4,2.303099989775663,0.12357353456924688,0.2199651927839725,0.7800348072160275,0.18807030724703375,0.07237968567127702,
ENSG00000010278,condition,7,2.484081587542733,0.6053851556265856,0.7541930402244219,0.2458069597755781,0.7474280363087614,0.3012545126557126,
ENSG00000010810,condition,8,2.319951611623175,0.5902508495719889,0.7423367825659116,0.2576632174340884,0.752314404512088,0.321565038746437,
ENSG00000011028,condition,8,3.2427958553819725,0.5863416518718326,0.7392375421523708,0.2607624578476292,0.756731370139203,0.4213527063453571,
ENSG00000011422,condition,8,1.7764875160162312,0.4256990418655301,0.5971793897097694,0.40282061029023064,0.6209224884413931,0.24871731419472862,
ENSG00000011451,condition,7,2.698052351186001,0.6835591717248399,0.8120405664441481,0.18795943355585187,0.8162086567859864,0.5385859172757154,
ENSG00000011478,condition,8,2.303627985849599,0.45881736117430033,0.6290264612767802,0.3709735387232198,0.6881272602696066,0.13769015760142325,
ENSG00000011590,condition,8,4.197423443966874,0.7876456547464301,0.8812100459116483,0.11878995408835169,0.8853387426181073,0.6591832996585157,
ENSG00000011600,condition,8,1.7821062728120112,0.08776401425597005,0.16136590860840452,0.8386340913915955,0.1528646529460197,-0.011358571850972362,
ENSG00000012124,condition,8,1.7355319128173152,0.31918815470761047,0.48391604119331477,0.5160839588066852,0.49942696519657775,0.11959205157765085,
ENSG00000012779,condition,5,2.707004265067621,0.48995784647152085,0.6576801452897828,0.3423198547102172,0.6122680722013215,0.2722254618592066,
ENSG00000012817,condition,6,2.3409199948601476,0.5198327841436016,0.684065759821753,0.315934240178247,0.6245423475561679,0.2173068272699655,
ENSG00000012822,condition,8,1.7458408805119878,0.4542596529092792,0.6247297750446731,0.3752702249553269,0.6101749721106894,0.2663680494393812,
ENSG00000012983,condition,7,2.019699079156432,0.41618899996015346,0.5877591196822791,0.4122408803177209,0.5966082195579082,0.31783473130953716,
ENSG00000013288,condition,7,1.666887697378483,0.31128390895280794,0.47477728785888856,0.5252227121411115,0.47312385638714927,0.15618720246875928,
ENSG00000013364,condition,8,2.7829319044513894,0.5351673845661059,0.6972104670102324,0.30278953298976763,0.6943654301100707,0.2895208516997983,
ENSG00000013619,condition,7,2.140446281307411,0.28951568105071396,0.44903010534127485,0.5509698946587251,0.4895520071515709,0.11202722374766229,
ENSG00000014216,condition,8,2.4254604290268844,0.6406431663870168,0.7809658791287627,0.2190341208712373,0.8034579664160167,0.3959851404694575,
ENSG00000015532,condition,8,2.3389968774782903,0.6585557492535824,0.7941315805030482,0.20586841949695178,0.795486980101745,0.4981555391434512,
ENSG00000016391,condition,8,1.994511087511629,0.36253722514920633,0.5321501951765116,0.46784980482348837,0.4549955845420754,0.18345623977953385,
ENSG00000017483,condition,8,2.0875907160457983,0.400557537670471,0.5719972609432571,0.4280027390567429,0.6092671059241325,0.23870255288323483,
ENSG00000021355,condition,4,3.4628838235300137,0.7484374234955027,0.856121487035224,0.14387851296477605,0.8652397573022089,0.6045424505663377,
ENSG00000022556,condition,8,2.1039243025173833,0.5393969870028171,0.7007899736805578,0.29921002631944216,0.743898685339566,0.41917493775060954,
ENSG00000023445,condition,6,3.4063067965476836,0.513182101041672,0.6782820133656066,0.32171798663439344,0.6275894070566022,0.36989680788159857,
ENSG00000023902,condition,7,2.1224207831246096,0.4698866235752364,0.6393508397706501,0.3606491602293499,0.6021622170227265,0.3527521593871153,
ENSG00000024526,condition,7,3.177369167060072,0.6798093695741925,0.809388710275517,0.19061128972448305,0.8064685792930767,0.5802481450797984,
ENSG00000025039,condition,4,3.1163643149771216,0.27248999407077884,0.4282784074381057,0.5717215925618944,0.4993595097892479,0.10084849938512992,
ENSG00000025708,condition,7,3.0614413689680533,0.4669924618830795,0.6366664778681039,0.36333352213189607,0.6035550151427882,0.33503332770124244,
ENSG00000025772,condition,7,2.2603894996861493,0.6537091609714472,0.7905974961007476,0.2094025038992524,0.8103648043370224,0.5429030378184919,
ENSG00000026508,condition,8,2.554885417461767,0.6152346902841292,0.7617898426585995,0.2382101573414005,0.7602815773201155,0.42483552698682026,
ENSG00000026652,condition,6,2.4620353876381356,0.4727096645304818,0.6419590716561061,0.3580409283438939,0.6810541218241981,0.24132367934012386,
ENSG00000026751,condition,8,1.8027905742287027,0.42333228095813197,0.5948467362423075,0.40515326375769245,0.6116527251154367,0.21169844109735414,
ENSG00000026950,condition,6,3.4337708411151313,0.4284684238595961,0.5998990481034394,0.4001009518965606,0.6327107976034735,0.16074311365203875,
ENSG00000027869,condition,7,3.1905904751759424,0.6643757577456829,0.7983482752062527,0.20165172479374727,0.8042726767234201,0.5224715896511306,
ENSG00000028277,condition,8,2.955499896242053,0.6536097000087207,0.7905247532174898,0.20947524678251017,0.7689550358913189,0.46723724934238975,
ENSG00000029534,condition,4,2.316619300061252,0.017126844081125005,0.033676908992796156,0.9663230910072038,0.0048418081418743035,0.013372169419883798,
ENSG00000030419,condition,4,3.1979912040483183,0.5855671623788886,0.7386217074530469,0.2613782925469531,0.7413987083608131,0.45619993587146485,
ENSG00000031003,condition,6,3.7190931407154015,0.45266802000435485,0.6232229439497096,0.37677705605029044,0.6150858202915811,0.2756766637372454,
ENSG00000031081,condition,4,2.3049376148540177,0.40831685731275985,0.5798650427175575,0.42013495728244254,0.6075843879866561,0.4244025521892617,
ENSG00000033050,condition,6,4.322110886484897,0.4551875760827092,0.6256067376661516,0.3743932623338484,0.5394497640111462,0.19884545451849603,
ENSG00000033327,condition,8,2.955568721607732,0.6615745794002896,0.796322461359599,0.20367753864040095,0.8012219726436827,0.5706537347639132,
ENSG00000034152,condition,8,2.7530359923111534,0.6770674454846222,0.8074421184521532,0.1925578815478468,0.8092745124411129,0.5101363656845533,
ENSG00000034677,condition,7,3.2401532488195013,0.31898952852340323,0.4836877346259285,0.5163122653740715,0.48239345721360943,0.25921623782440834,
ENSG00000035141,condition,7,3.5360023381501087,0.5877248824834024,0.740335922132966,0.25966407786703405,0.7423755166613851,0.5687539261641332,
ENSG00000035403,condition,7,2.2859648226966147,0.44198407202000256,0.613022127769899,0.38697787223010105,0.6355124251390778,0.28629845650955016,
ENSG00000035499,condition,7,2.99981236070376,0.6476124364229042,0.7861222968538908,0.2138777031461092,0.7772052497739468,0.4436706061322147,
ENSG00000035664,condition,6,3.006524144736197,0.5128587675602468,0.6779995311622149,0.3220004688377851,0.692009707476159,0.3310829382810209,
ENSG00000036448,condition,4,2.8427457493837434,0.37564156957396766,0.5461329140995685,0.45386708590043146,0.5563201051690213,0.2760446874150863,
ENSG00000037897,condition,8,4.442651465215262,0.8621921509945141,0.925996976771764,0.07400302322823604,0.926100505714268,0.7599092692444082,
ENSG00000038382,condition,7,2.5125543382484783,0.5250696203457463,0.6885844598054593,0.31141554019454065,0.6894258428358598,0.39358768124206467,
ENSG00000038427,condition,8,1.9137982398363784,0.4523812457923911,0.6229510978649144,0.3770489021350856,0.6395713438963696,0.18911889372480675,
ENSG00000039068,condition,4,2.8043613504995446,0.37612705885057346,0.5466458295860239,0.4533541704139761,0.5085409410306754,0.19945459450231184,
ENSG00000040199,condition,6,2.662297115594818,0.4037811969676991,0.575276542868511,0.42472345713148896,0.5640282136633834,0.1784676046782454,
ENSG00000040531,condition,8,2.7417563821210025,0.6001663486848673,0.7501299463997946,0.24987005360020542,0.7512448446762093,0.39052605402457224,
ENSG00000040933,condition,6,2.5346986952262682,0.605249624819045,0.7540878570674302,0.2459121429325698,0.7446790353129111,0.43557896317452593,
ENSG00000041353,condition,8,2.0678367341996373,0.4365609109013505,0.60778614758136,0.39221385241864004,0.5709947476494905,0.25086178085924526,
ENSG00000043039,condition,5,3.968699952229552,0.6174855573611258,0.7635129161444051,0.23648708385559492,0.7844795930450928,0.3552957218226483,
ENSG00000044115,condition,5,2.8779673802756642,0.46472925883832517,0.6345599448281676,0.3654400551718324,0.6738131135407812,0.40416403876752455,
ENSG00000046653,condition,8,2.1198762576182673,0.5603546895399083,0.7182401453930151,0.28175985460698494,0.6929564343744352,0.2970253127238132,
ENSG00000047346,condition,8,2.4611318937361117,0.5957394101796161,0.7466625269505123,0.2533374730494877,0.7465609941600428,0.4565697869465691,
ENSG00000047644,condition,6,2.4237758757241266,0.4469104914860361,0.6177444895392814,0.3822555104607186,0.5774260529003996,0.29519339532294814,
ENSG00000048028,condition,8,2.5364202198242243,0.46850096418838066,0.6380669480149976,0.36193305198500236,0.6397703914604562,0.4124877372465092,
ENSG00000048052,condition,8,1.9873037178363284,0.5457932436180466,0.7061659065614442,0.2938340934385558,0.6779174611521281,0.3882172616098732,
ENSG00000049247,condition,4,3.213266542117122,0.294114905744271,0.45454218081990133,0.5454578191800987,0.4594837190922962,0.20949719280095616,
ENSG00000049249,condition,6,3.337396003100065,0.359452553541892,0.5288195643244498,0.47118043567555024,0.4928754564803723,0.19169313092904575,
ENSG00000049449,condition,5,3.907627633533881,0.5268303186209662,0.6900967477470575,0.30990325225294246,0.6783487403309191,0.37894233932666593,
ENSG00000049759,condition,8,2.2525957769580027,0.6311894662390884,0.7739008610622956,0.2260991389377044,0.7705286017244116,0.4547026177533229,
ENSG00000049768,condition,8,2.4409068091936175,0.6244856176367589,0.7688410544935907,0.23115894550640925,0.7829097382698138,0.42390396799366076,
ENSG00000050344,condition,7,2.7398013851133745,0.49180344831010114,0.6593408117767938,0.3406591882232062,0.6511725167063785,0.31131999970308416,
ENSG00000050405,condition,6,2.6743434378470083,0.5913057081133359,0.7431704732768067,0.25682952672319326,0.7586813725727278,0.4114879314221262,
ENSG00000050438,condition,4,3.17700402384137,0.4594049302736032,0.629578427129852,0.370421572870148,0.5528732326467403,0.274276419455811,
ENSG00000050628,condition,4,3.267255601744755,0.6003273351240555,0.7502556782578719,0.24974432174212813,0.7205359008843037,0.423576631794985,
ENSG00000050730,condition,8,1.8624774257367998,0.44935018432477153,0.620071241836032,0.379928758163968,0.589988109729312,0.20286134905139794,
ENSG00000051108,condition,8,2.294779482569927,0.6851621929700242,0.813170620404741,0.18682937959525903,0.7923598130947044,0.506767490356225,
ENSG00000051341,condition,6,2.8088914055764977,0.5175503488917135,0.6820865604488011,0.3179134395511989,0.6353728144153172,0.3747479404112985,
ENSG00000051523,condition,8,2.562743267251585,0.6655667143582255,0.7992075113180692,0.20079248868193078,0.7922699725026983,0.4492090106716136,
ENSG00000051620,condition,8,2.7070476849090674,0.5826073201863091,0.7362626379331076,0.26373736206689236,0.7338667707155181,0.44049396231983007,
ENSG00000052802,condition,5,3.4062877028443195,0.6263304602760014,0.7702376307576605,0.2297623692423395,0.777768694400794,0.505423913519701,
ENSG00000053918,condition,8,1.9248446495429523,0.37584352577486263,0.5463463231593737,0.4536536768406263,0.5701995331280197,0.23705691578704916,
ENSG00000054654,condition,7,2.329533203424137,0.5578240925649166,0.7161579991313061,0.28384200086869393,0.713614431785983,0.42676301590763205,
ENSG00000054793,condition,8,1.7988644888116332,0.42409709309565136,0.5956013745857233,0.40439862541427674,0.6056142037540401,0.21927910140521603,
ENSG00000055163,condition,7,3.1053569936985697,0.6576905066127435,0.7935021694208061,0.2064978305791939,0.8129720433910301,0.5285592842693071,
ENSG00000055732,condition,8,2.125277113806643,0.4976586628168006,0.6645822244713663,0.3354177755286337,0.6316950654508184,0.22923140084512814,
ENSG00000056558,condition,8,2.408662399054954,0.5800281780418397,0.7341997897286618,0.26580021027133816,0.7627217925212996,0.3051800527957485,
ENSG00000056736,condition,5,2.362064851599096,0.453576267609173,0.6240832045988347,0.3759167954011653,0.6000241832945055,0.31909239310177445,
ENSG00000058668,condition,8,2.2174382945850435,0.5047693714332426,0.6708926710177077,0.32910732898229234,0.634188408921369,0.3175856105816612,
ENSG00000059377,condition,8,1.6737185476971355,0.19022643174323906,0.3196474665154732,0.6803525334845268,0.2940182992472536,0.08893980645811116,
ENSG00000059378,condition,8,2.423446114849886,0.45431843487298024,0.624785361966013,0.375214638033987,0.659523431273338,0.34863957595955536,
ENSG00000059728,condition,6,2.0302428120779314,0.35275536123761597,0.5215360756949953,0.47846392430500473,0.5346425058975195,0.18913577409772053,
ENSG00000059804,condition,8,2.6289288599365186,0.567830637446697,0.7243520108414798,0.2756479891585202,0.7637298879424141,0.3742268166066341,
ENSG00000060138,condition,4,2.410826647221079,0.36883931945178217,0.5389081307212912,0.4610918692787088,0.6780084037485099,0.23930032754953615,
ENSG00000060558,condition,5,3.60179558958653,0.6216833294291128,0.7667135970966246,0.23328640290337543,0.7417233856023683,0.5161332460350582,
ENSG00000060982,condition,8,1.8820957915045844,0.3341773032848211,0.5009488655848925,0.4990511344151075,0.550310304727529,0.10731037534710215,
ENSG00000061273,condition,6,5.770915533666352,0.6339729207662688,0.7759895071810131,0.22401049281898688,0.815644819898503,0.45413836576631406,
ENSG00000061337,condition,6,3.5089225290734465,0.46267035815999347,0.632637908574318,0.367362091425682,0.6505587083556198,0.3201910405348311,
ENSG00000061656,condition,7,1.7671696138590784,0.3050583852101362,0.46750151359859154,0.5324984864014084,0.47856646651387774,0.23831585876635822,
ENSG00000061676,condition,7,3.1176107119485774,0.49045422397440525,0.6581271884574532,0.3418728115425468,0.5589523569954747,0.33338605997319676,
ENSG00000061918,condition,7,2.142357233232328,0.3287693189953588,0.4948478479980724,0.5051521520019275,0.5304028814267122,0.18042339738657778,
ENSG00000062038,condition,5,2.407563316445718,0.3070982402309553,0.469893127813703,0.5301068721862969,0.48602464332801726,0.20104536224693528,
ENSG00000062524,condition,4,2.8275342188332973,0.5033595735178578,0.6696462807497179,0.3303537192502821,0.6620752854208288,0.3228596112732579,
ENSG00000063660,condition,8,2.130651487940153,0.44420765126862116,0.6151575929935286,0.38484240700647143,0.6188404216205848,0.18790694574171599,
ENSG00000064012,condition,7,2.3018683821253787,0.3800982607031971,0.5508278236790572,0.44917217632094275,0.5787534504723029,0.26804247725293084,
ENSG00000064201,condition,8,2.195987994156922,0.16348283489185295,0.2810232003243071,0.7189767996756928,0.4706581091709356,0.11165675600420681,
ENSG00000064601,condition,6,2.9743316751166784,0.6304996219610284,0.7733821136403776,0.22661788635962243,0.8204592435382894,0.4463472089717458,
ENSG00000064666,condition,5,3.0643094723784152,0.6538478874037702,0.7906989420051057,0.2093010579948943,0.7875316933008537,0.5843840317244701,
ENSG00000064687,condition,5,3.363679560443181,0.34129326504530977,0.5089017800052559,0.4910982199947441,0.4148057323054096,0.2052855283494933,
ENSG00000064763,condition,7,3.1118094369650464,0.3964239442913563,0.567770190294939,0.432229809705061,0.5290538128899541,0.26270847260774266,
ENSG00000064886,condition,7,2.6640717042989723,0.3773680013812715,0.5479552320118285,0.4520447679881715,0.5557411758776548,0.20044681502972153,
ENSG00000065308,condition,6,2.516456048719001,0.5117174626865747,0.6770014573717593,0.3229985426282407,0.6265763299931021,0.38483535528483176,
ENSG00000065357,condition,7,2.0769352814853814,0.5904744360660894,0.7425135829615476,0.25748641703845243,0.7470228133711359,0.3764040736409306,
ENSG00000065485,condition,5,2.457223183484833,0.5353143728300941,0.6973351937601314,0.3026648062398686,0.6645757240667837,0.29506584238303796,
ENSG00000065526,condition,5,3.4604044288643943,0.6166238333482627,0.7628538199528399,0.23714618004716015,0.7216913949600663,0.42381138980816835,
ENSG00000065675,condition,7,4.844361294956217,0.130448524960676,0.23079073850835236,0.7692092614916477,0.16643694519229946,0.050752214353827846,
ENSG00000065882,condition,8,2.541080373474749,0.544892819028991,0.7054118089194972,0.2945881910805028,0.6824545256373128,0.27750327802549907,
ENSG00000065923,condition,4,2.7117159338967554,0.4399871258322768,0.6110986937858561,0.38890130621414387,0.6251966883355393,0.29582780366509914,
ENSG00000066279,condition,8,1.8152825057874258,0.4304401582601279,0.6018289626092161,0.39817103739078386,0.5594547842981628,0.2175700398774589,
ENSG00000066294,condition,5,2.1058875264586323,0.4290659913732318,0.6004845038134727,0.39951549618652726,0.5346443089544602,0.27277370139385065,
ENSG00000066923,condition,7,2.159005987316693,0.341364413621742,0.5089808707538965,0.49101912924610347,0.5251938291653887,0.24205293036809708,
ENSG00000067048,condition,5,2.713953263354162,0.42563946497285,0.597120766407734,0.40287923359226596,0.5974506841226958,0.2877310213891412,
ENSG00000067113,condition,7,2.8447515847933778,0.4968314495449418,0.6638442153202829,0.3361557846797171,0.6918221926722515,0.35878022370113305,
ENSG00000067177,condition,6,2.589262284011591,0.4371331812977181,0.6083405309770815,0.3916594690229185,0.6141760694769082,0.35640754709407535,
ENSG00000067208,condition,7,2.0405852903923667,0.5356655061403274,0.6976330509456385,0.30236694905436146,0.6665838409057695,0.43114487257658823,
ENSG00000067646,condition,7,1.88339261628746,0.44094873630536274,0.6120255706472514,0.3879744293527486,0.6449517779075542,0.28607500654549706,
ENSG00000067992,condition,8,2.5033970602628743,0.5817106579967973,0.7355462328786752,0.26445376712132485,0.7250684424003903,0.4565733347802028,
ENSG00000068001,condition,7,2.4849060685256448,0.4108668436527657,0.5824317801515871,0.41756821984841286,0.5776069458742963,0.22947599066653426,
ENSG00000068489,condition,7,2.9309080957768696,0.6482926239247006,0.7866232178859969,0.21337678211400313,0.7598339314727753,0.4172508702707041,
ENSG00000068831,condition,8,2.022338713116282,0.49942539904799776,0.666155714535833,0.333844285464167,0.6747673182631299,0.30180443308558597,
ENSG00000068903,condition,7,2.482670284958226,0.5192804517533722,0.6835873536766444,0.31641264632335564,0.6639599741191816,0.3702739714710195,
ENSG00000068971,condition,7,2.5919257330996817,0.5015975619185383,0.6680852108972059,0.33191478910279415,0.7069081951549532,0.40934634122911234,
ENSG00000069188,condition,8,1.7590406116311676,0.5376878401535894,0.6993458959783194,0.3006541040216806,0.7034938382686542,0.3844182637185269,
ENSG00000069702,condition,8,1.9749831080359443,0.29185026201674846,0.45183295711243154,0.5481670428875685,0.421273588477034,0.1275477969656038,
ENSG00000069849,condition,7,5.424387498631173,0.6950207940453956,0.8200734722393993,0.1799265277606007,0.7785223099293013,0.5215213575662264,
ENSG00000069956,condition,7,2.989896817847066,0.5416222858977714,0.7026653556481962,0.2973346443518038,0.7194709015295275,0.5194454810319279,
ENSG00000069966,condition,7,2.9175329647764925,0.7163644398747495,0.8347463082223093,0.16525369177769067,0.8550834876535857,0.5667080161912547,
ENSG00000070081,condition,7,2.114557911057592,0.15506630684939554,0.26849767139751574,0.7315023286024842,0.2330335862022443,0.08350556698626738,
ENSG00000070540,condition,8,2.2632437543857873,0.5424902134483851,0.7033953391971235,0.2966046608028765,0.7379238167761056,0.3590914172344281,
ENSG00000071054,condition,7,2.33818851296267,0.45507883215066763,0.6255040236933995,0.3744959763066005,0.6388482700472147,0.3300375672988631,
ENSG00000071073,condition,8,2.169677500232922,0.6429194767439939,0.7826548846059801,0.2173451153940199,0.7851831003364177,0.4244538519097835,
ENSG00000071575,condition,6,2.718675166796129,0.5403060229398047,0.7015567230057113,0.29844327699428874,0.7418233185151722,0.3520022145555153,
ENSG00000071967,condition,7,2.9914951129463954,0.42029284952189894,0.5918397035701173,0.4081602964298827,0.5711769623340395,0.2997166161014342,
ENSG00000072110,condition,6,3.95690109842322,0.6616894404834743,0.7964056632519173,0.2035943367480827,0.7846189072329275,0.5490220711461774,
ENSG00000072571,condition,8,2.0303846040215974,0.5208208806998387,0.6849207389369505,0.3150792610630495,0.6905066225624964,0.42588375648746224,
ENSG00000072682,condition,8,2.290555724884053,0.562080234860353,0.7196560359917772,0.2803439640082228,0.7047705835848843,0.36399800186620374,
ENSG00000072778,condition,7,3.3831022159932678,0.6149025571496572,0.7615351829462396,0.23846481705376044,0.7674236513422714,0.5012558418566263,
ENSG00000072786,condition,7,2.406433892314935,0.5652656042073331,0.7222615800001425,0.2777384199998575,0.7398796482603723,0.37592163362119974,
ENSG00000072818,condition,8,2.7722718197568854,0.6979418627894785,0.8221033688902147,0.17789663110978526,0.8255295128085343,0.5363729391304473,
ENSG00000072840,condition,5,2.883990346177889,0.58396325120104,0.7373444437656618,0.2626555562343382,0.7275306790550532,0.3125744429045488,
ENSG00000073008,condition,8,1.77803147481163,0.4508611704054995,0.6215083560055423,0.37849164399445767,0.6499510573254657,0.2683081685394337,
ENSG00000073060,condition,8,2.1276354707510206,0.3332757753352419,0.4999352444567476,0.5000647555432525,0.4513108145513786,0.12181236260545569,
ENSG00000073150,condition,6,3.0198377067398248,0.13993145405791468,0.2455085409912821,0.754491459008718,0.2895059034894984,0.16631259344715527,
ENSG00000073282,condition,7,2.528824441594403,0.3005852851368868,0.4622307949689745,0.5377692050310254,0.4309226996359388,0.10808267241967705,
ENSG00000073605,condition,8,2.4240537826724937,0.4451352048661608,0.616046447927184,0.383953552072816,0.6249607359840245,0.42147271976828105,
ENSG00000073712,condition,8,1.8623401638179928,0.422715485095441,0.5942375542037257,0.4057624457962743,0.5675269152101805,0.2329032041216963,
ENSG00000073756,condition,4,2.70264094942145,0.48102092546900976,0.6495801878243955,0.3504198121756045,0.6677848824669321,0.32928445074595497,
ENSG00000073861,condition,5,6.274666770884804,0.8655712774401028,0.9279423283443999,0.07205767165560006,0.9297093497327238,0.7549308905438613,
ENSG00000073910,condition,7,2.330902471667336,0.46632625060467137,0.6360470603487753,0.36395293965122466,0.6822672764614509,0.24432644777612322,
ENSG00000074266,condition,7,2.1730542249607097,0.5294429928749961,0.6923343927710137,0.3076656072289863,0.652878642983854,0.26140034626055625,
ENSG00000074370,condition,7,2.8967996589074474,0.4681055201348336,0.6377001022267689,0.3622998977732311,0.6532221911673817,0.33915086429976604,
ENSG00000074416,condition,8,1.7075806995546783,0.3277945599483276,0.49374288739529715,0.5062571126047029,0.42652463789260714,0.14406293105144344,
ENSG00000074657,condition,7,2.4481135820753512,0.40905442287645605,0.5806084083557379,0.4193915916442621,0.6143147837090877,0.24354685997392522,
ENSG00000074660,condition,7,2.0913847132509167,0.3807963848844373,0.5515605183400117,0.44843948165998826,0.5177060739331161,0.17978633010072798,
ENSG00000074706,condition,6,2.4506148562641346,0.531103947256847,0.6937529593707628,0.30624704062923724,0.6955316743768765,0.39482138092122127,
ENSG00000074855,condition,7,1.8123077083174426,0.33022036145690387,0.4964897110659695,0.5035102889340305,0.46962927077857064,0.23558509922412466,
ENSG00000074935,condition,8,3.1690150011063616,0.7391902628104099,0.850039559922478,0.14996044007752196,0.8167047283847838,0.5808123820457086,
ENSG00000074966,condition,7,1.841509184623164,0.46797519027691126,0.6375791544387543,0.36242084556124565,0.6029043522109758,0.283045929838332,
ENSG00000075240,condition,7,3.501680896079851,0.45994864308460065,0.6300887983467891,0.3699112016532109,0.6427095155558835,0.21277924619276012,
ENSG00000075340,condition,8,2.3667449975263337,0.6609408945684832,0.7958632323761254,0.20413676762387456,0.8083630832338085,0.37626187989630644,
ENSG00000075420,condition,4,3.6462780538124546,0.4518169890847782,0.6224159001880843,0.37758409981191565,0.5792767481786294,0.33240883365338686,
ENSG00000075426,condition,8,3.1155871697099835,0.7717022669116378,0.8711421566975123,0.12885784330248773,0.8615067877900736,0.603130629724204,
ENSG00000075618,condition,4,2.5369795852707964,0.2789640841331706,0.4362344300266117,0.5637655699733883,0.4408809230933059,0.1676013745940824,
